"","index","value","variable","has_issue","issue_type"
"232",NA,"pensioner /// instances: 104","Questionnaire/hh_access_work_other",TRUE,"'other' response. may need recoding."
"233",NA,"stray dogs /// instances: 1","Questionnaire/hh_access_work_other",TRUE,"'other' response. may need recoding."
"234",NA,"Sweeps the road /// instances: 1","Questionnaire/hh_access_work_other",TRUE,"'other' response. may need recoding."
"235",NA,"The family has no able-bodied /// instances: 1","Questionnaire/hh_access_work_other",TRUE,"'other' response. may need recoding."
"236",NA,"There is no possibility to go through check points /// instances: 1","Questionnaire/hh_access_work_other",TRUE,"'other' response. may need recoding."
"237",NA,"unemployed /// instances: 65","Questionnaire/hh_access_work_other",TRUE,"'other' response. may need recoding."
"238",NA," made repair on their own  /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"239",NA,"6 times asked for in village council, but no feedback /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"240",NA,"Acts of damage to housing were recorded by the administration workers , but documents were not handed out, as the apartment was not privatized /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"241",NA,"apllied fof help to the council, waiting for feedback  /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"242",NA,"apllied for, didn`t receive a feedback /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"243",NA,"apllied for, didn`t receive feedback /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"244",NA,"because of health /// instances: 3","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"245",NA,"bought the house with damages /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"246",NA,"commission, which issue such payments doesn`t come to the settlement /// instances: 3","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"247",NA,"considered as not severe /// instances: 9","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"248",NA,"cracks in the house because of the explosions /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"249",NA,"did everything on his own /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"250",NA,"didin`t apply for /// instances: 19","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"251",NA,"didin`t apply for , repaired everything on their own /// instances: 2","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"252",NA,"didn`t apply for /// instances: 9","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"253",NA,"didn`t apply for, reletive repaired  /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"254",NA,"didn`t apply for, repaired on their own /// instances: 3","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"255",NA,"didn`t ask for help because of not significant damages  /// instances: 2","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"256",NA,"didn`t have time to apply for help /// instances: 2","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"257",NA,"didn`t receive help in 2014 /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"258",NA,"didn`t want to apply /// instances: 5","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"259",NA,"didn`t want to apply for /// instances: 3","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"260",NA,"didn`t want to apply for documents /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"261",NA,"didn`t want to apply for  /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"262",NA,"difficult to go to village council /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"263",NA,"Due to lack of time it was necessary to restore the housing. /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"264",NA,"Due to minor damages, it doesn’t make sense to go anywhere. Everything was restored by ourselves /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"265",NA,"Employees of the village council did not draw up acts of damage to housing /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"266",NA,"friends and neighbours repaired everything /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"267",NA,"Garage is not a residential building /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"268",NA,"had  severe damages, applied for the help /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"269",NA,"hard to apply for help /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"270",NA,"haven`t apllied yet, but will do that /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"271",NA,"Immediately left /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"272",NA,"Independent rapair /// instances: 4","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"273",NA,"made everything on their own /// instances: 2","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"274",NA,"made everything on their own, not severe damage /// instances: 13","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"275",NA,"made repair on their own  /// instances: 9","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"276",NA,"no severe damage, so didn`t get compansation   /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"277",NA,"no severe damage, so made repair on their own /// instances: 10","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"278",NA,"no time to deal with documents because of illness /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"279",NA,"not severe damage /// instances: 3","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"280",NA,"Only after they  repaired the windows themselves, they found out that compensation could have been obtained. /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"281",NA,"owners don`t want to deal with registration /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"282",NA,"Red cross brought slate /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"283",NA,"repaired on their own /// instances: 8","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"284",NA,"somebody brought slate /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"285",NA,"The day before the survey, a blast was knocked out of the glass, the damage wasn`t documented. /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"286",NA,"The owners of this house, where a woman lives with children, do not want to register. /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"287",NA,"The shelling caused cracks in the walls /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"288",NA,"They did not even know that it was possible to receive help /// instances: 4","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"289",NA,"village council /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"290",NA,"Volunteers brought glass for windows and slate. /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"291",NA,"was absent at home for 2 years /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"292",NA,"were absent in town on that period of time /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"293",NA,"workers of council said that they only help with severe injuries, that there will be no compensation /// instances: 1","Questionnaire/hh_accom_damaged_docum_not_other",TRUE,"'other' response. may need recoding."
"294",NA,"3 walls and barn destroyed  /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"295",NA,"balcony /// instances: 3","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"296",NA,"barn /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"297",NA,"Barn /// instances: 3","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"298",NA,"barn and kitchen are destroyed /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"299",NA,"Building materials /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"300",NA,"car /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"301",NA,"Chimney /// instances: 3","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"302",NA,"Cracks in the walls /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"303",NA,"Cracks on the walls, the screed does not help /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"304",NA,"entrance door /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"305",NA,"fence /// instances: 2","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"306",NA,"foundation /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"307",NA,"furniture /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"308",NA,"garage /// instances: 3","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"309",NA,"garage and kitchen Burned /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"310",NA,"Household appliances (TV) /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"311",NA,"Internal damage of the walls, stinking plaster /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"312",NA,"kitchen /// instances: 2","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"313",NA,"kithcen /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"314",NA,"Light counter /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"315",NA,"made a repair on their own  of all the house, but one room /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"316",NA,"need a coupler for walls /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"317",NA,"partially recovered /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"318",NA,"the ceiling fell in the kitchen /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"319",NA,"The house stands on props inside /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"320",NA,"The wall fell outside /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"321",NA,"the whole room damaged /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"322",NA,"Well /// instances: 1","Questionnaire/hh_accom_damaged_other",TRUE,"'other' response. may need recoding."
"323",NA,"A woman lives in an outbuilding on the territory of someone else's household, she takes water in a well from her neighbors, does not use light. /// instances: 1","Questionnaire/hh_accom_type_other",TRUE,"'other' response. may need recoding."
"324",NA,"Documents are available for this house /// instances: 1","Questionnaire/hh_accom_type_other",TRUE,"'other' response. may need recoding."
"325",NA,"He lives in his mother's house, pays only for utility  services. His own housing in Gorlovka is destroyed. /// instances: 1","Questionnaire/hh_accom_type_other",TRUE,"'other' response. may need recoding."
"326",NA,"live in the countryside /// instances: 1","Questionnaire/hh_accom_type_other",TRUE,"'other' response. may need recoding."
"327",NA,"lives in son`s house, preparing documents for her own house  /// instances: 1","Questionnaire/hh_accom_type_other",TRUE,"'other' response. may need recoding."
"328",NA,"lives in the inherited house /// instances: 1","Questionnaire/hh_accom_type_other",TRUE,"'other' response. may need recoding."
"329",NA,"lives with neighbours and every 2 days go to Mariupol to visit mother /// instances: 1","Questionnaire/hh_accom_type_other",TRUE,"'other' response. may need recoding."
"330",NA,"Not privatized apartment /// instances: 1","Questionnaire/hh_accom_type_other",TRUE,"'other' response. may need recoding."
"331",NA,"sister`s house /// instances: 1","Questionnaire/hh_accom_type_other",TRUE,"'other' response. may need recoding."
"332",NA,"State farm house without ownership. /// instances: 1","Questionnaire/hh_accom_type_other",TRUE,"'other' response. may need recoding."
"333",NA,"applied only those who have severe damages /// instances: 1","Questionnaire/hh_applied_for_compens_no_other",TRUE,"'other' response. may need recoding."
"334",NA,"didn` issue the right of inheritance. /// instances: 1","Questionnaire/hh_applied_for_compens_no_other",TRUE,"'other' response. may need recoding."
"335",NA,"didn`t apply for /// instances: 2","Questionnaire/hh_applied_for_compens_no_other",TRUE,"'other' response. may need recoding."
"336",NA,"got new windows /// instances: 1","Questionnaire/hh_applied_for_compens_no_other",TRUE,"'other' response. may need recoding."
"337",NA,"humanitarian organization helped to repair the house /// instances: 1","Questionnaire/hh_applied_for_compens_no_other",TRUE,"'other' response. may need recoding."
"338",NA,"later /// instances: 1","Questionnaire/hh_applied_for_compens_no_other",TRUE,"'other' response. may need recoding."
"339",NA,"Lists handed over to the admin, but not all were inventoried /// instances: 1","Questionnaire/hh_applied_for_compens_no_other",TRUE,"'other' response. may need recoding."
"340",NA,"made everything on their own /// instances: 1","Questionnaire/hh_applied_for_compens_no_other",TRUE,"'other' response. may need recoding."
"341",NA,"made everything on their own, ADRA helped /// instances: 1","Questionnaire/hh_applied_for_compens_no_other",TRUE,"'other' response. may need recoding."
"342",NA,"Received materials from the Danish Council and all restored. /// instances: 1","Questionnaire/hh_applied_for_compens_no_other",TRUE,"'other' response. may need recoding."
"343",NA,"Workers from the Danish Council assisted in the restoration. /// instances: 1","Questionnaire/hh_applied_for_compens_no_other",TRUE,"'other' response. may need recoding."
"344",NA,"Abandoned children /// instances: 1","Questionnaire/hh_caring_unrelated_minors_why_other",TRUE,"'other' response. may need recoding."
"345",NA,"Brings up the child of a co-hibited wife /// instances: 2","Questionnaire/hh_caring_unrelated_minors_why_other",TRUE,"'other' response. may need recoding."
"346",NA,"Child from a previous marriage /// instances: 1","Questionnaire/hh_caring_unrelated_minors_why_other",TRUE,"'other' response. may need recoding."
"347",NA,"Deprived of parental rights /// instances: 2","Questionnaire/hh_caring_unrelated_minors_why_other",TRUE,"'other' response. may need recoding."
"348",NA,"mom died in 2014 /// instances: 1","Questionnaire/hh_caring_unrelated_minors_why_other",TRUE,"'other' response. may need recoding."
"349",NA,"One child is a daughter (16 years old), one child is a granddaughter (1 year) /// instances: 1","Questionnaire/hh_caring_unrelated_minors_why_other",TRUE,"'other' response. may need recoding."
"350",NA,"parents died /// instances: 1","Questionnaire/hh_caring_unrelated_minors_why_other",TRUE,"'other' response. may need recoding."
"351",NA,"Parents of the girl died because of diseases. /// instances: 1","Questionnaire/hh_caring_unrelated_minors_why_other",TRUE,"'other' response. may need recoding."
"352",NA,"The father died, the mother is  drunkard and left the village /// instances: 1","Questionnaire/hh_caring_unrelated_minors_why_other",TRUE,"'other' response. may need recoding."
"353",NA,"disease /// instances: 1","Questionnaire/hh_children_unable_to_attend_school_reasons_other",TRUE,"'other' response. may need recoding."
"354",NA,"no light ar school /// instances: 1","Questionnaire/hh_children_unable_to_attend_school_reasons_other",TRUE,"'other' response. may need recoding."
"355",NA,"no road /// instances: 1","Questionnaire/hh_children_unable_to_attend_school_reasons_other",TRUE,"'other' response. may need recoding."
"356",NA,"The school bus broke, children didn`t attend school  /// instances: 1","Questionnaire/hh_children_unable_to_attend_school_reasons_other",TRUE,"'other' response. may need recoding."
"357",NA,"ADRA brings one time per week /// instances: 1","Questionnaire/hh_drink_water_source_other",TRUE,"'other' response. may need recoding."
"358",NA,"buy drinking water /// instances: 9","Questionnaire/hh_drink_water_source_other",TRUE,"'other' response. may need recoding."
"359",NA,"buy water /// instances: 3","Questionnaire/hh_drink_water_source_other",TRUE,"'other' response. may need recoding."
"360",NA,"difficult ot get water in winter because it is frozen /// instances: 1","Questionnaire/hh_drink_water_source_other",TRUE,"'other' response. may need recoding."
"361",NA,"neighbours have well /// instances: 1","Questionnaire/hh_drink_water_source_other",TRUE,"'other' response. may need recoding."
"362",NA,"no water /// instances: 1","Questionnaire/hh_drink_water_source_other",TRUE,"'other' response. may need recoding."
"363",NA,"public water supply on the street /// instances: 1","Questionnaire/hh_drink_water_source_other",TRUE,"'other' response. may need recoding."
"364",NA,"reletives brings water /// instances: 1","Questionnaire/hh_drink_water_source_other",TRUE,"'other' response. may need recoding."
"365",NA,"son brings the water /// instances: 2","Questionnaire/hh_drink_water_source_other",TRUE,"'other' response. may need recoding."
"366",NA,"use neighbour`s water /// instances: 3","Questionnaire/hh_drink_water_source_other",TRUE,"'other' response. may need recoding."
"367",NA,"water brought by ADRA /// instances: 4","Questionnaire/hh_drink_water_source_other",TRUE,"'other' response. may need recoding."
"368",NA,"bad quality of road /// instances: 1","Questionnaire/hh_edu_security_other",TRUE,"'other' response. may need recoding."
"369",NA,"child of pre-school age /// instances: 1","Questionnaire/hh_edu_security_other",TRUE,"'other' response. may need recoding."
"370",NA,"homeschooled /// instances: 1","Questionnaire/hh_edu_security_other",TRUE,"'other' response. may need recoding."
"371",NA,"In the rainy season, the road is blurred and there is no way to drive /// instances: 1","Questionnaire/hh_edu_security_other",TRUE,"'other' response. may need recoding."
"372",NA,"Military vehicles on the road /// instances: 1","Questionnaire/hh_edu_security_other",TRUE,"'other' response. may need recoding."
"373",NA,"stray dogs /// instances: 5","Questionnaire/hh_edu_security_other",TRUE,"'other' response. may need recoding."
"374",NA,"at home /// instances: 1","Questionnaire/hh_edu_transport_other",TRUE,"'other' response. may need recoding."
"375",NA,"don`t attent now /// instances: 1","Questionnaire/hh_edu_transport_other",TRUE,"'other' response. may need recoding."
"376",NA,"From the village they go to the highway, and from there they take the school bus /// instances: 1","Questionnaire/hh_edu_transport_other",TRUE,"'other' response. may need recoding."
"377",NA,"Preschool child at home with mom /// instances: 1","Questionnaire/hh_edu_transport_other",TRUE,"'other' response. may need recoding."
"378",NA,"wheelchair /// instances: 1","Questionnaire/hh_edu_transport_other",TRUE,"'other' response. may need recoding."
"379",NA,"Detergents /// instances: 1","Questionnaire/hh_hum_aid_received_types_other",TRUE,"'other' response. may need recoding."
"380",NA,"Greenhouses were received from the ICRC for growing agricultural crops for their own needs. /// instances: 1","Questionnaire/hh_hum_aid_received_types_other",TRUE,"'other' response. may need recoding."
"381",NA,"heater /// instances: 1","Questionnaire/hh_hum_aid_received_types_other",TRUE,"'other' response. may need recoding."
"382",NA,"household chemicals /// instances: 1","Questionnaire/hh_hum_aid_received_types_other",TRUE,"'other' response. may need recoding."
"383",NA,"hygiene voucher /// instances: 1","Questionnaire/hh_hum_aid_received_types_other",TRUE,"'other' response. may need recoding."
"384",NA,"Medication. Psychologist /// instances: 1","Questionnaire/hh_hum_aid_received_types_other",TRUE,"'other' response. may need recoding."
"385",NA,"second hand clothes /// instances: 3","Questionnaire/hh_hum_aid_received_types_other",TRUE,"'other' response. may need recoding."
"386",NA,"set provided by Akhmetov`s fund  /// instances: 4","Questionnaire/hh_hum_aid_received_types_other",TRUE,"'other' response. may need recoding."
"387",NA,"Constantly live in Chermalyk /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"388",NA,"country house /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"389",NA,"has property /// instances: 2","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"390",NA,"has property in GCA /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"391",NA,"has propertyin this settlement /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"392",NA,"IDP status, has her own house /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"393",NA,"live in the countryside /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"394",NA,"live in the countryside  /// instances: 2","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"395",NA,"live in this settlement /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"396",NA,"Moved to live in country house /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"397",NA,"old mother care /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"398",NA,"own house /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"399",NA,"own property /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"400",NA,"own village house /// instances: 2","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"401",NA,"Permanent residence /// instances: 3","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"402",NA,"settlement became NGCA, population had to get the IDPs status  /// instances: 2","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"403",NA,"The dwelling in which the family lived was destroyed during the shelling, they moved to another empty dwelling in the same village. /// instances: 2","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"404",NA,"They moved to Troitskoye before the war, as they had work there, they could not go back, because the house was destroyed /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"405",NA,"To be able to receive a pension /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"406",NA,"transfered to Checkpoint /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"407",NA,"used to have a country house ðóêó /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"408",NA,"used to have a house here /// instances: 1","Questionnaire/hh_idp_reasons_arrive_other",TRUE,"'other' response. may need recoding."
"409",NA,"Act of destruction of property /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"410",NA,"Afghan war veteran /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"411",NA,"Assistance in obtaining land share in a single registry /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"412",NA,"can`t apply for subsidy because of grandson /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"413",NA,"can`t renew passport /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"414",NA,"child needs a new passport /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"415",NA,"Documents about the experience /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"416",NA,"documents for land share /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"417",NA,"Documents related to the receipt of a pension by parents /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"418",NA,"documets for the house /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"419",NA,"father`s pension to care for mother /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"420",NA,"Land Plot Documents /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"421",NA,"Military ID /// instances: 2","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"422",NA,"Need a certificate of Disability as a result of military action /// instances: 2","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"423",NA,"need extra documents /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"424",NA,"Paste photo in the passport /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"425",NA,"pension /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"426",NA,"Proof of employment record. /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"427",NA,"Residence permit in Ukraine /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"428",NA,"subsidy /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"429",NA,"want to renew /// instances: 1","Questionnaire/hh_kind_of_doc_needed_other",TRUE,"'other' response. may need recoding."
"430",NA,"Access to pasture was closed, we had to kill the cattle. /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"431",NA,"Access to the garbage dump /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"432",NA,"Access to work /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"433",NA,"afraid of mines /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"434",NA,"disability, neurology /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"435",NA,"During shooting /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"436",NA,"fear /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"437",NA,"leasure /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"438",NA,"mental /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"439",NA,"mentally /// instances: 4","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"440",NA,"Moves only around the yard /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"441",NA,"No access to pasture for animals /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"442",NA,"permanently in fear /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"443",NA,"relatives died because of shelling /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"444",NA,"respondent lost leg because of mine in this settlement /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"445",NA,"spouse`s stroke /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"446",NA,"stress /// instances: 3","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"447",NA,"Strong nervous disorders /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
